Tape_nr,Programtittel,Tid,Dato,Format,Innhold,Personer,Produsent,Rettigheter,Oppdragsgiver,Generasjon,Merknader,Column,Column 14,Column 15
4487,NORAD,00:51:00,Mon Jul 11 00:00:00 CEST 1994,BetacamSP60,Satellittsending Nornet Befolkningssending NORAD,,,Univisjon,NORAD,Master,,,,
5036,NORAD,,Fri Sep 29 00:00:00 CET 1995,BetacamSP60,"Satellittsending Nornet, ""Etter Bejing konferansen, kvinnesyn.""",,,Univisjon,NORAD,Master,,,,
6280,Læreplan+,00:37:00,01.03.2000,BetacamSP60,"Opptak studio A Læreplan+ ""CNN var der""",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5658,Læreplan+,,19.09.1997,BetacamSP60,"Læreplan+ sending fra studio B ""Utdanning den beste bistand?""",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
A0137,Doktorpromosjon,,01.10.1999,DVCPro123,Doktorpromosjon i Håkonshallen høsten 1999,,Brian Holmedal,Univisjon,UiB,Master,,X Frode,,
6113,Fra elev til student.,,,"1"" C",Fra elev til student. Velkommen til Universitetet i Bergen. Nornet sending fra Studio B. 2 versjoner.,Rektor  Ole Didrik Lærum,Arnt Brandseth,Univisjon,UiB,Master,,,,
5687,Fjernord 17 og 20,00:58:10,01.01.1997,BetacamSP,Fjernord videoforelesninger nr 17: Syntaks/setningsanalyse 29:00 Fjernord videoforelesninger nr 20: Syntaks/leddstilling 29:10,"Bjørn Kvifte, Svein Lie.",Xavier Bonète,Univisjon,SEVU,Master,,,,
5536,Fjernord 18,00:34:50,01.01.1996,BetacamSP,Fjernord videoforelesning nr 18: Fonologi,Helge Sandøy,Xavier Bonète,Univisjon,UiB,Master,,,,
5649,Fjernord 19,00:29:00,01.01.1997,BetacamSP,"Fjernord videoforelesning nr 19: Morfologi, ordklassar i norsk.",Jarle Rønhovde,Xavier Bonète,Univisjon,UiB,Master,,,,
6269,Prisme 15,00:30:00,01.07.1999,BetacamSP,Dub av Prisme 15 som er sendt til NRK. Innslag fra IFOS og Bergen yrkesskole,"Kari Tenfjord, Else Ryen.",Ruth Bjørø Birkeland,Univisjon,SEVU,DUB,NRK,,,
6083,Prisme 4,00:27:59,01.12.1998,BetacamSP,"Prisme 4 Norsk som andrespråkmed vb-innslag, enquete: Hva er grammatikk? Vigdis Alver: Undervisning og intervju. Mannskor Ugrammatisk.","Jon Erik Hagen, Kari Tenfjord.",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
A0278,Gjenoppliving av nyfødte.,00:15:25,24.01.2001,DVPro,Instruksjonsvideo i resusitering av nyfødte.,"Terje Alsaker, Bente Vederhus, Aslaug Sæle.",Arnt Brandseth,Univisjon,Barneklinikken,Master,,X Frode,,
A0286,Gjenoppliving av større barn.,00:20:24,24.01.2001,DVPro,Instruksjonsvideo i resusitering av større barn i sykehus.,"Terje Alsaker, Åse Margrethe Reed, Haldis Nordahl.",Arnt Brandseth,Univisjon,Barneklinikken,Master,,X Frode,,
A0287,Gjenoppliving av større barn.,00:20:24,24.01.2001,DVPro,Instruksjonsvideo i resusitering av større barn i sykehus.,"Terje Alsaker, Åse Margrethe Reed, Haldis Nordahl.",Arnt Brandseth,Univisjon,Barneklinikken,Master,,X Frode,,
3033,På spor etter de første nordmenn,00:32:09,07.02.1990,U-MaticHB,På spor etter de første nordmenn,,Arne Abrahamsen,UMS,,Master,NRK,,,
5713,Kuarao,,,BetacamSP,Kuarao,,Sot Film,Sot Film,,Master,,,,
A0102,Tre historier frå Helvete,00:29:00,01.10.2000,DVCPro,Tre historier frå helvete. Nordmenn i tysk nazifangenskap under siste krig.,,Arnt Øyvind Siem,Univisjon,,Master,NRK,X Frode,,
4261,Fjernord,,12.05.97,"1"" C","Fjernord: Kopimaster video 15--.
 Gammelt moduloppsett.",,May-Britt Skjelvik,Univisjon,,Dub,,,,
A0285,Norsk språktest,00:10:13,01.04.2001,DVCPro,"Nivåer i norsk, Norsk språktest",,Brian Holmedal,Univisjon,,Master,,X Frode,,
A0243,Laurie Grundt: Kaospilot.,00:50:00,01.06.2001,DVCPro123,"Portrett av kunstneren Laurie Grundt. Vi følger han i hans kamp for utstillingen ""Kroppen i tide & utide.""","Laurie Grundt, Erik Bock, Elsebet Rahlff, Bjørg Ugulen, Knut Ove Arntzen, m.fl.",May-Britt Skjelvik,Univisjon,Vestnorsk Filmsenter,Master,,X Frode,,
A0239,The secret cave of diaries. Grottemannen.,00:51:35,15.5.2001,DVCPro,Grottemannen. Engelsk versjon,Stein Erik Lauritzen,Nils Arne Sæbø,Univisjon,,Master,,,,
A0241,The secret cave of diaries. Grottemannen.,00:51:35,15.5.2001,DVCPro,"Grottemannen. Internasjonal versjon. Spor 1 Engelsk kommentar, Spor 3+4 I-lyd",Stein Erik Lauritzen,Nils Arne Sæbø,Univisjon,,Master,,,,
A0466,Barndommens rike. Program 2,00:29:00,17.1.2002,DVCPro,"Barndommens rike program 2. Det talentfulle barnet.
 50 Mbs ",,Arnt Brandseth/May-Britt Skjelvik,Univisjon,,Master,,X Frode,,
A0461,Barndommens rike. Program 4,00:29:00,31.1.2002,DVCPro,"Barndommens rike program 4. Den tøffe barndommen.
 50 Mbs",,Arnt Brandseth/May-Britt Skjelvik,Univisjon,,Master,,X Frode,,
A0459,Barndommens rike. Program 3,00:29:00,24.1.2002,DVCPro,"Barndommens rike program 3. Barnet og familien.
 50 Mbs",,Arnt Brandseth/May-Britt Skjelvik,Univisjon,,Master,,X Frode,,
A0456,Barndommens rike. Program 1,00:29:00,10.1.2002,DVCPro,"Barndommens rike program 1. Barnet og familien.
 50 Mbs ",,Arnt Brandseth/May-Britt Skjelvik,Univisjon,,Master,,X Frode,,
A0528,Forskningsdagene 2000,,1.1.2000,DVCPro,Forskningsdagene 2000. 25 Mbs ,,,Univisjon,,Master,,,,
A0529,Nivåer i norsk eng master,,1.1.2000,DVCPro,"Nivåer i Norsk. Engelsk master.
 25 Mbs ",,,Univisjon,,Master,,X Frode,,
A0003,deCoding The Islanders,00:31:00,1.8.2001,DVCPro,Demo Pilot ,,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
A0004,deCoding The Islanders,00:51:00,1.8.2001,DVCPro,"deCoding The Islanders, med engelsk kommentar",,Bjørn Vassnes,Univisjon,Univisjon,Master,,X Frode,,
A0342,deCoding The Islanders,00:27:00,1.8.2001,DVCPro,"deCoding The Islanders, internasjonal versjon, kort versjon.",,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
A0368,deCoding The Islanders,00:23:30,1.8.2001,DVCPro,"deCoding The Islanders, Schrødingers katt versjon, norsk.
 50 Mbs",,Bjørn Vassnes,Univisjon,Univisjon,Master,,X Frode,,
A00375,deCoding The Islanders,00:50:00,1.8.2001,DVCPro123,"deCoding The Islanders, Internasjonal versjon, uten supertekst, lang versjon",,Bjørn Vassnes,Univisjon,Univisjon,Master,,X Frode,,
A0377,Blå revolusjon,00:49:19,1.1.2002,DVCPro,Foreløpig master: Blå revolusjon Internasjonal,,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
A0381,Blå revolusjon,00:49:19,1.1.2002,DVCPro123,Foreløpig master: Blå revolusjon Norsk master,,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
6356,Blå Rikdom,00:53:00,15.12.2000,BetacamSP60,"Blå rikdom 1:  
Blå rikdom.
 Lofoten, Italia, USA, Mitioro, VietNam
 Norsk",,Nils Arne Sæbø,Univisjon/NRK,,Master,,,,
6358,Blå Rikdom,00:53:00,15.12.2000,BetacamSP60,"Blå rikdom 2: 
Drømmen om den store fangsten.
 Peru, Kina, Ghana, Aral.
 Norsk",,Nils Arne Sæbø,Univisjon/NRK,,Master,,,,
6357,Blå Rikdom,00:53:00,15.12.2000,BetacamSP60,"Blå rikdom 3:  
Der haiene styrer. Island, Kenya, Norge, Japan
 Norsk",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
6368,A journey in the History of Water,00:50:53,,DigiBeta60,"A journey in the History of Water.
 Del 1:  The Struggle",,,Kan brukes,Læreplan+,Master,Copyright på kopier!,,,
6369,A journey in the History of Water,00:50:40,,DigiBeta60,"A journey in the History of Water.
 Del 2: The Energy.",,,Kan brukes,Læreplan+,Master,Copyright på kopier!,,,
6370,A journey in the History of Water,00:46:30,,DigiBeta60,"A journey in the History of Water.
 Del 3:  The Myths",,,Kan brukes,Læreplan+,Master,Copyright på kopier!,,,
6371,A journey in the History of Water,00:48:30,,DigiBeta60,"A journey in the History of Water.
 Del 4:  The Conflicts.",,,Kan brukes,Læreplan+,Master,Copyright på kopier!,,,
6116,Læreplan+,00:37:00,1.10.2001,BetacamSP60,Læreplan+ Hvem skal styre verden?,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6194,Læreplan+,00:37:00,1.3.2001,BetacamSP60,Læreplan+ Det nye Russland.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6121,Fiskesykdommer.,,24.1.2001,CD-rom,Fiskesykdommer. Demonstrasjoner til laboratoriekurs.,,Frode Ims,Univisjon,Institutt for maritim biologi,Master,,,,
A0476,Fiskehelse,,18.12.2001,DVCPro,"Fiskesykdommer. Engelsk tekst.
 Clean versjon del 1, uten tekst.",,Frode Ims,Univisjon,Inst. for Fiskeri og Marin Biologi,Master,,X Frode,,
A0475,Fiskehelse.,,18.12.2001,DVCPro,"Fiskesykdommer.
 Clean versjon del 2, uten tekst.",,Frode Ims,Univisjon,Inst. for Fiskeri og Marin Biologi,Master,,X Frode,,
A0093,Fiskehelse.,,18.12.2001,DVCPro,"Fiskesykdommer.
 Norsk versjon, norsk tekst.",,Frode Ims,Univisjon,Inst. for Fiskeri og Marin Biologi,Master,,X Frode,,
A0510,Showreel 2002,00:05:50,1.3.2002,DVCPro,Showreel for Univisjon 2002.,"Brian Holmedal, Bjørn Vassnes, May-Britt Skjelvik, Arnt Brandseth, Nils Arne Sæbø.",Frode Ims,Univisjon,Univisjon,Master,,X Frode,,
A0511,Showreel 2002,00:05:50,1.3.2002,DVCPro,Showreel for Univisjon 2002.,"Brian Holmedal, Bjørn Vassnes, May-Britt Skjelvik, Arnt Brandseth, Nils Arne Sæbø.",Frode Ims,Univisjon,Univisjon,Master,,-,,
A0511a,Showreel 2002,00:05:50,1.3.2002,ATI,"Backup tape for
 Showreel for Univisjon 2002.","Brian Holmedal, Bjørn Vassnes, May-Britt Skjelvik, Arnt Brandseth, Nils Arne Sæbø.",Frode Ims,Univisjon,Univisjon,Master,,,,
5693,Orknøyene,00:19:25,1.6.1987,BetacamSP,"""Orknøyene - et stykke norsk historie""
 Kopi fra UmaticHighband.",,Arne Abrahamsen,Univisjon,,Dub,,,,
5695,Hvordan bilder kan leses.,,21.09.1989,"1"" C",Hvordan bilder kan leses.,,,Univisjon,,Master,,,,
6372,Copernicus,03:00:00,02.06.1995,S-VHS,"Copernicus
. Sending fra Studio B",,,,,,,,,
6373,Copernicus,03:00:00,1.1.1995,S-VHS,"Copernicus
. Sending fra Studio B",,,,,,,,,
6374,Copernicus,03:00:00,28.09.1995,S-VHS,"Copernicus
. Sending fra Studio B",,,,,,,,,
6375,Copernicus,03:00:00,09.11.1995,S-VHS,"Copernicus
. Sending fra Studio B",,,,,,,,,
6376,Copernicus,03:00:00,14.12.1995,S-VHS,"Copernicus
. Sending fra Studio B",,,,,,,,,
4365B,UBB,00:07:18,,BetacamSP,"Informasjonsvideo om lån av bøker på Universitetsbiblioteket i Bergen, UBB.",,Ragnhild Ullern,UBB,,Master,,,,
6377,Vår todelte hjerne.,00:30:00,24.4.1994,BetacamSP,Kenneth Hugdahl om nyare forskning innan hjernegransking. Lydeksempler forlengs og baklengs,,Victor E. Dahl,UMS,,Master,,,,
3267,Tellus,00:34:00,,"1"" C",Tellus 2.,,Arnt Brandseth,UMS,,Master,,,,
3491,,00:30:00,,"1"" C",,,,Univisjon,,Master,,,,
4254,Fjernord,,21.3.1993,"1"" C",Fjernord: Innslag i Sjangeren dramatikk,"Longum, A. Aarseth",May-Britt Skjelvik,Univisjon,,Master,,,,
4258,Fjernord,00:29:00,01.07.1993,"1"" C",Fjernord: Svensk,,May-Britt Skjelvik,Univisjon,,Master,,,,
4261,Fjernord,03:05:01,12.05.1997,"1"" C",Fjernord: Kopimaster video ,,May-Britt Skjelvik,Univisjon,,Dub,,,,
4407,Fjernord,02:35:17,3.11.1993,"1"" C",Studioopptak,,May-Britt Skjelvik,Univisjon,,,,,,
4408,Fjernord,02:35:17,5.11.1993,"1"" C",Studioopptak,,May-Britt Skjelvik,Univisjon,,,,,,
4409,Fjernord,02:35:17,10.11.1993,"1"" C",Studioopptak,,May-Britt Skjelvik,Univisjon,,,,,,
1067,Soga om Gunnlaug Ormstunge,,,U-MaticHB,"""Soga om Gunnlaug Ormstunge""						",,Arnt Brandseth,UMS,Av-avdelingen,Master,,,,
1079,Trailer Lokalhistorie Universitetet,00:04:53,,U-MaticHB,Trailer Lokalhistorie Universitetet,,,UMS,,Master,,ikke spillbar,,
1011,I faresonen.,,16.6.1982,Lysbilder,"100 stk Lysbilder til programmet ""I faresonen"". Den narkomanes hverdag i Bergen		",,,,,,,,,
1185,Tre videregående år.,00:20:00,1.10.1986,U-MaticHB,Tre videregående år.  Møte med U.Pihls skole.,,,UMS,,Master,,ikke spillbar,,
1215,Presentasjon av AV-avdelingen,00:04:37,1.1.1987,U-MaticHB,Presentasjon av AV-avdelingens videoproduksjoner,,,UMS,,Master,,,,
1224,"Trailer til ""Derfra gaae Skibe...""",,,U-MaticHB,"Trailer til ""Derfra gaae Skibe..."". Skal sendes etter hvert program i serien.		",,,UMS,,Master,,,,
2049,På ekspedisjon til Antarktis,00:59:36,13.11.1985,U-MaticHB,"""På ekspedisjon til Antarktis"". Etter programmet: Samtale med to av deltakarane frå Bergen. Videoen er ein kopi frå 8mm film.		",,,UMS,,,,,,
2068,Jordsjelvstasjonen i Bergen,00:09:13,,U-MaticHB,Jordsjelvstasjonen,i Bergen.,,UMS,,,,,,
2104,Bøker i Bergen,00:18:11,1.12.1985,U-MaticHB,Willie Dahl intervjuer Gunnar Stålesen og Stig Holmås,"Willy Dahl, Gunnar Stålesen, Stig Holmås",,UMS,,,,,,
2267,Trailer Lokalhistorie,00:00:50,,U-MaticHB,Trailer Lokalhistorie-studiet ved Universitetet,,,UMS,,,,,,
2318,EDB i språkopplæring,00:10:48,,U-MaticHB,EDB i språkopplæringen,Lise Oppdal,,UMS,,,Sendekopi,,,
3001,Rektorskifte 1990,01:00:00,19.1.1990,S-VHS,"Rektorskifte i kollegierommet på Musèplass 1, Arnfinn Graue, Ole Didrik Lærum				","Arnfinn Graue, Ole Didrik Lærum",,UMS,,,,,,
3003,Magne Lerheim 60 år,01:34:00,15.12.1989,S-VHS,Mottakelse i Grand Selskapslokaler i anledning Universitetsdirektør Magne Lerheim's 60-årsdag	,Magne Lerheim,,UMS,,,,,,
3011,Performance,,25.11.1990,S-VHS,Performance v/Kjartan Slettemark,Kjartan Slettemark,,UMS,,,,,,
3035,Trailer Lokalhistorie,00:08:39,16.10.1985,U-MaticHB,Trailer Lokalhistorie IBM - pressekonferanse. Redigert innslag,,,UMS,,Dub,,,,
3036,Info-film om Haukeland Sykehus 17.mai 1985 Presentasjon UiB,00:20:00,,U-MaticHB,Info-film om Haukeland Sykehus 1.1.198717.mai 1985 Presentasjon UiB,,,UMS,,Master,,,,
2167,,00:20:00,1.1.1986,U-MaticHB,Filmopptak fra Io og Herdla rundt 1950. Overført fra 16mm fargefilm. Fortsetter på 2167A,,Konrad Io,Konrad Io,,Dub,,,,
2167A,,00:20:00,1.1.1986,U-MaticHB,"Filmopptak fra Io og Herdla rundt 1950.
 Overført fra 16mm fargefilm
 fortsettelse fra 2167",,Konrad Io,Konrad Io,,Dub,,,,
2308,EDB i språkopplæring,00:10:48,01.01.87,U-MaticHB,"Bruk av datamaskiner er ikke bare begrenset til de harde fagene, også innenfor språkfagene blir EDB tatt i bruk. Nye dataprogram letter innøvingen av ord og uttrykk og den gamle gramatikkundervisningen blir avløst av dataprogram hvor studentene",Lise Oppdal,Arnt Brandseth,UMS,,Dub,Nær-TV,,,
3035A,Nær-TV i Bergen,,17.5.1985,U-MaticHB,Åpning av Nær-TV i Bergen,,,UMS,,Nær-TV,,X Frode,,A1138 dvcpro
3087,Botanisk Institutt,00:20:00,20.3.1985,U-MaticHB,Botanisk institutt jubileum.,,,UMS,,Master,,,,
3209,,00:20:00,,U-MaticHB,Klær og bakgrunner. Eksempler til undervisningsbruk.,,,UMS,,Master,,,,
3293,B 295,01:30:00,,BetacamSP,Undervisning i B 295. Institutt for fiskeri og marinbiologi.,,,UMS,,Master,,,,
3394,Tankens hjelpere.,,9.6.1992,BetacamSP60,Tankens hjelpere. Tidsmaskinen.,,Bjørn Vassnes,Univisjon,,Master,,,,
3446,,,11.09.1995,BetacamSP,"Film fra 1935-1950. Overført fra 16 mm film. 1931 Sprengninger på Dragefjellet. Nøstegatens trafikk, eneste adkomst til Gassverket før Prof. Hansteensgt. ble åpnet. 1932 Styrets damer besøker Samnager og Vaksdal. Bergmoen, Samulsen dir. Bjercke og borgermester Lie etc etc. 1936 Oversvømmelse i Dræggen. Brann  i høyskute på Laksevåg. 9.10.1937 Kronprins Olav åpner Fyksesundbroen. 17.5.1938 Kong Haakon avduker Chr. Michelsen monumentet. Doulup, Ruth. Fyrverkeri. 1945 Kongens mottakelse på Torvalmenningen i Bergen. Gassværkets trop. ""Fredsmarsjen"". 1948 Kullbåt legger til ved Gassværket. USA Hangarskip og flyformasjon. 12.7.1950 ""Sunderland"" fly over Hjellestad. Dir Falck jr. og søn. 1935 Cavalcade: Første ankommet Havørn 1935. Venus Nordsjø rundt. Sundt, Runshaug, Riiser Larsen, Soutum. 1936 Fly Gatwick-London-København, flyformasjon Sjælland Falster. Bergen i solnedgang. 17.5.1939 Soutum, Stensager, Lindebrekke, Johan, general Syeffens, Falck-Nielsen. 1940 Første brann på Marineholmen. Demonstrasjon mars 1940. Brannslukningsøvelse av brannbomber, Soutum etc. Bomber på Laksevåg og på Florvåg. Branner på Damsgård og på Nordnes. Prøve på bransprøite.",,,UMS,,Dub,,,,
3454,Lepramuseet,00:18:00,,BetacamSP,"Film om Lepramuseet, engelsk versjon. Overført fra 16 mm film",,,UMS,,Dub,,,,
3838,Foilcat,,1.1.1997,BetacamSP,Foilcat i høy sjø.,,Nils Arne Sæbø,,,Master,,,,
3839,Foilcat,,1.1.1997,BetacamSP,Foilcat i høy sjø.,,Nils Arne Sæbø,,,Master,,,,
3923,Univers 5000:Alle andre får jo barn.,00:27:01,17.11.92,BetacamSP,Alle andre får jo barn,,Arnt Ø. Siem,,,,,,,
4051,Univers 5000: Frisk via TV-skjermen.,00:25:42,10.09.93,BetacamSP,"Kommentarer til ""Frisk via TV-skjermen"".",,Arnt Ø. Siem,UMS,,Master,,,,
4098,UBB,00:07:18,,BetacamSP,"Informasjonsvideo om lån av bøker på Universitetsbiblioteket i Bergen, UBB.",,Ragnhild Ullern,UBB,,,,,,
4121,Det norske 3: Der kongen tar trikken.,00:28:00,16.10.93,BetacamSP,Det Norske: Der kongen tar trikken.,,Bjørn Vassnes,Univisjon,,Master,NRK,,,
4211,Lepramuseet,00:21:00,,BetacamSP,Lepramuseet. Norsk versjon,,,UMS,,,,,,
4354,Reform -94,,,BetacamSP,Reform -94 program 2 - 3,,Arnt Brandseth,Univisjon,,Master,,,,
4401,"Fjernord L7: ""1945 - 1965.""",00:30:28,07.12.93,BetacamSP,"Fjernord L7  ""1945 - 1965"". Den moderne tilstand i moderne utgave. Reportasje.","Per Buvik, Agnar Mykle, Torborg Nedreaas.",May-Britt Skjelvik,UMS,,Master,NRK,,,
4403,Det norske 3,,,BetacamSP,Det norske 3: Bare på museum.,,Bjørn Vassnes,UMS,,Master,NRK,,,
4404,Det norske 2,,,BetacamSP,Det norske 2: Et folk på tur,,Bjørn Vassnes,UMS,,Master,NRK,,,
4404,Det norske 2,,,BetacamSP,Det norske 2: Et folk på tur,,Bjørn Vassnes,UMS,,Master,NRK,,,
4531,Befolkningsproblemer.,,,BetacamSP,Befolkningsproblemer,Ståle Dyrvik,,UMS,,Master,,,,
4173,Befolkningsproblemer.,,,BetacamSP,Befolkningsproblemer,Ståle Dyrvik,,UMS,,Master,,,,
4602,Kransåresykdommene.,,,BetacamSP90,Kransåresykdommene 1 - 5.,,Dag Vidar Haugen,Univisjon,,Dub,,,,
4781,I elvegudinnens rike 1.,00:25:10,,BetacamSP,I elvegudinnens rike. Den sorte Ganges.,,Bjørn Vassnes,UMS,,Dub,,,,
4816,I elvegudinnens rike 3,00:25:10,,BetacamSP,I elvegudinnens rike. Når elver skal temmes.,,Bjørn Vassnes,UMS,,Dub,,,,
4827,UiB presentasjon,,,BetacamSP,UiB presentasjon,,Arnt Brandseth,UMS,,Master,,,,
4857,I elvegudinnens rike 4,00:25:10,,BetacamSP,I elvegudinnens rike. Miraklet i Calcutta.,,Bjørn Vassnes,UMS,,Dub,,,,
4895,Oscar.,00:17:00,,BetacamSP,Oscar. En video om å lære.,,,UMS,,Master,,,,
5008,NHHK vignett,,,BetacamSP,NHHK vignett,,,Univisjon,,Master,,,,
5065,Humanities,,,BetacamSP,Humanities vignett,,,Univisjon,,Master,,,,
5379,Reform -94.,,21.11.96,BetacamSP60,"Reform -94. Elevvurdering, sending fra studio B.",,,UMS,,Master,,,,
5480,Reform -94,,13.02.1997,BetacamSP90,Reform -94. Hvordan involvere elevene i arbeidet med tekster og litteratur.,,Arnt Brandseth,UMS,,Master,,,,
5540,Challenge of the Seas 1,00:41:00,01.11.95,BetacamSP,Challenge of the Seas 1,,Arnt Øivind Siem,Univisjon/Sebra Film,,Master,,,,
5622,Jakten på Superformelen 4,00:25:08,25.3.98,BetacamSP,Jakten på Superformelen 4 Livets gåte.,,Bjørn Vassnes,Univisjon,,Dub,NRK,,,
5602,SISU,,29.08.1997,BetacamSP60,SISU Reportasjer til elevsamtaler. Sending.,,,Univisjon,,Dub,,,,
5675,SISU,,21.10.1997,BetacamSP60,SISU Kroppsøving og vurdering. Sending.,,,Univisjon,,Dub,,,,
6073,Vårt indre liv 1: Intelligens - framtidas kapital.,00:28:00,1.2.99,BetacamSP,"Reportasjer fra Mind spot olympiad, Tidenes yngste NHH-student, Intelligenstest av E.Solheim, Fotballintelligens, Om fremtidens arbeidstakere, Kunstig intelligens - robot","Tore Vamraak, Erik Solheim, Christine Hope, Egil Drillo Olsen, Margaret Boden, Aril K. Seth, Tony Buzan, David Levy, Frode Thuen, Kjell Raaheim, Randi Vamraak, Agnar Aamodt, Bjørn Ivar Danielsen",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Dub,NRK2 16.2.99,,,
6096,Vårt indre liv 3: Depresjon - vår tids folkesykdom,00:28:00,1.2.99,BetacamSP,"Reportasjer om Kirkens SOS depresjon/selvmord, C. Andersen snakker om egne erfaringe, Ulike terapiøvinger, I.Lønning snakker om egne erfaringer, Lysterapi, Molvidson Cafe i Stockholm","Greta Gramstad, Cecilie Andersen, Fred Holsten, Odd E. Havik, Inge Lønning, Nils Retterstøl, Frode Thuen, Kerstin Haug, Cato Jensen, Sonja Mellingen, Jasmin Aasland",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK2 2.3.99,,,
6127,Vårt indre liv 2: Vår opplevelse av verden.,00:28:00,1.2.99,BetacamSP,"Reportasjer om Persepsjon, kaffe smaking kaffe huset Friele, Fingert ran, Perseptuelt forsvar, Coctailparty effekter, Subliminal persepsjons-forsøk","Stine Vogt, Jonas Gudmestad, Esther Maria Bjørneboe, Herman Friele jr., Roald A. Bjørklund, Espen Johansson, Frøydis Øren, Holger Ursin, Hege Eriksen, Mark Price, Edle Elisabeth Hofsli, Rune Hovden, Egil Leganger, Lena Sørstrømmen, Frode Thuen",Arnt Brandseth/May-Brittt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK2 23.2.99,,,
6135,Vårt indre liv 4: Sinnets makt.,00:28:00,1.2.99,BetacamSP,"Reportasjer om Tai Chi/Yi Cheran kurs sinnet skal balansere kroppen, T-searching fingertapping hjernecellenes aktivitet, T.Guldbrandsen forteller om egen erfaring kreftpasient i terapi hos Kaja Finne,  Terapi hos Finne tegning maling visualisering, idrett","Kenneth Hugdahl, Tove B, Gulbrandsen, Kaja Finne, Borrik Shcjødt, Olav Stornes, Benedicte Hetty, Anne Marte Premsgård, Odd Kjørmo, Marianne Pettersen, Stig Bruset, Torill Valdez, Frode Thuen",Arnt Brandseth/May-Brittt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK2 16.3.99,,,
6159,Vårt indre liv 5: Myten om det ubevisste.,00:28:00,1.2.99,BetacamSP,"Reportasjer om Freud, intervju med Lofthus og Overskeid, dramatisering av drømmer ved Inst. for drømmearbeid, Nevrofysiologisk drømmeforskning UiB, Hva er følelser?, Hypnose for å komme kontakt med det ubevisste","Frode Thuen, Geir Overskeid, Nini Marie Torp, Strephon Kaplan-Williams, Ola Winsvold, Reidun Ursin, Bjørn Wormnes, Lillian Hjertnes.",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK2 23.3.99,,,
6174,Vårt indre liv 6: Hukommelsens mysterier,00:28:00,1.2.99,BetacamSP,"Reportasjer om Dominic O'Brien olympis mester i hukommelse, Hukommelsesmetoder R.Logie, Rotter som har fått operert bort hippocampus NTNU, Drosjesjåfør i London om hvordan han greier kjentmannsprøven, True or False memories-konferanse i Stockh, Bjugnsaken","Dominic O'Brien, Rpbert Logie, Per Andersen, Edvard Moser, May Britt Moser, Philip Clinton, Elisabeth Lofthus, Gisli Gudjonson, Jan Brøgger, Ulf Hammern, Frode Thuen",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK 6.4.99,,,
6183,Norsk språktest.,,1.1.1999,BetacamSP60,Norsk språktest. Enkeltoppgaver,,,UMS,,,,,,
A0083,Challenge of the Seas,,,DVCPro,Exstracts from Challenge of the Seas.,,Arnt Øivind Siem,Univisjon,,Master,,X Frode,,
A0093,Fiskesykdommer.,,24.1.2002,,Fiskesykdommer. Demonstrasjoner til laboratoriekurs.,,Frode Ims,Univisjon,Institutt for maritim biologi,Master,,,,
3264,WAIS,02:00:00,13.11.1991,"1"" C",WAIS Kognitiv psykologi,,,UMS,,Master,,,,
3491,,,,"1"" C",,,,UMS,,,,,,
DV0202,forskning.no,00:06:40,1.11.2002,DVMini,To reportasjer om 6. klasse ved Møhlenpris skole som forsker på barns følelser omkring terrorhandlingen 11. september 2001. 3 min og 3:40 min.,,Arnt Brandseth,Univisjon,Informasjonavdelingen,Master,,X Frode,,
A0515,Offline 1. Medier og makt.,00:29:00,1.8.2002,DVCpro50,"Offline, Medier og makt. Program 1.","Anette Groth, Martin Eide, Rune Klevjer.",Arnt Brandseth,Univisjon,Intitutt for Medievitenskap,Dub,NRK,X Frode,,
A0518,Offline 2. Bildemediene forteller.,00:29:00,1.8.2002,DVCpro50,"Offline, Bildemediene forteller. Program 2.","Peter Larsen, Karin Julsrud, Rune Klevjer.",Arnt Brandseth,Univisjon,Intitutt for Medievitenskap,Master,NRK,X Frode,,
A0520,Offline 2. Bildemediene forteller.,00:29:00,1.8.2002,DVCpro25,"Offline, Bildemediene forteller. Program 2.","Peter Larsen, Karin Julsrud, Rune Klevjer.",Arnt Brandseth,Univisjon,Intitutt for Medievitenskap,Master,NRK,X Frode,,
